1,1017,1
2,1017,1
3,1017,1
4,1017,1
5,1017,1
6,1017,1
7,1017,1
8,1017,1
9,1017,1
10,1017,1
11,1020,1
12,1016,1
13,1011,1
14,1008,1
15,1004,1
16,1006,1
17,1008,1
18,1003,1
19,1005,1
20,999,1
21,997,1
22,999,1
23,1001,1
24,1003,1
25,1000,1
26,998,1
27,999,1
28,1000,1
29,1003,1
30,1004,1
31,1001,1
32,999,1
33,998,1
34,998,1
35,1001,1
36,1001,1
37,1002,1
38,999,1
39,998,1
40,1000,1
41,1003,1
42,1003,1
43,1006,1
44,999,1
45,997,1
46,1000,1
47,1004,1
48,1002,1
49,1001,1
50,1000,1
51,1001,1
52,1002,1
53,1006,1
54,1007,1
55,1005,1
56,1000,1
57,999,1
58,1000,1
59,1002,1
60,1004,1
61,1001,1
62,997,1
63,997,1
64,996,1
65,1002,1
66,998,1
67,997,1
68,994,1
69,996,1
70,997,1
71,998,1
72,996,1
73,997,1
74,995,1
75,995,1
76,997,1
77,1000,1
78,999,1
79,998,1
80,995,1
81,995,1
82,999,1
83,999,1
84,997,1
85,998,1
86,995,1
87,993,1
88,994,1
89,997,1
90,997,1
91,996,1
92,992,1
93,991,1
94,994,1
95,995,1
96,997,1
97,994,1
98,995,1
99,994,1
100,996,1
101,999,1
102,1000,1
103,1000,1
104,1000,1
105,1001,1
106,1001,1
107,1006,1
108,1010,1
109,1009,1
110,1006,1
111,1006,1
112,1009,1
113,1011,1
114,1009,1
115,1010,1
116,1002,1
117,1005,1
118,1004,1
119,1007,1
120,1008,1
121,1005,1
122,999,1
123,996,1
124,999,1
125,998,1
126,999,1
127,994,1
128,993,1
129,991,1
130,995,1
131,994,1
132,995,1
133,989,1
134,985,1
135,983,1
136,986,1
137,987,1
138,987,1
139,984,1
140,983,1
141,980,1
142,983,1
143,987,1
144,985,1
145,979,1
146,981,1
147,978,1
148,980,1
149,980,1
150,980,1
151,978,1
152,977,1
153,975,1
154,977,1
155,981,1
156,979,1
157,978,1
158,975,1
159,974,1
160,976,1
161,977,1
162,981,1
163,978,1
164,974,1
165,976,1
166,978,1
167,980,1
168,981,1
169,979,1
170,976,1
171,975,1
172,978,1
173,980,1
174,983,1
175,985,1
176,987,1
177,989,1
178,997,1
179,1006,1
180,1017,1
181,1030,1
182,1046,1
183,1060,1
184,1068,1
185,1068,1
186,1061,1
187,1041,1
188,1017,1
189,1005,1
190,1005,1
191,1019,1
192,1041,1
193,1065,1
194,1092,1
195,1120,1
196,1143,1
197,1158,1
198,1160,1
199,1142,1
200,1115,1
201,1091,1
202,1070,1
203,1052,1
204,1031,1
205,1006,1
206,984,1
207,964,1
208,946,1
209,935,1
210,927,1
211,922,1
212,925,1
213,933,1
214,939,1
215,948,1
216,957,1
217,958,1
218,960,1
219,958,1
220,962,1
221,961,1
222,964,1
223,962,1
224,961,1
225,960,1
226,966,1
227,967,1
228,970,1
229,969,1
230,965,1
231,965,1
232,967,1
233,967,1
234,968,1
235,969,1
236,965,1
237,966,1
238,969,1
239,973,1
240,975,1
241,978,1
242,972,1
243,972,1
244,974,1
245,977,1
246,977,1
247,977,1
248,975,1
249,975,1
250,980,1
251,985,1
252,989,1
253,988,1
254,988,1
255,990,1
256,993,1
